Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,35.664139,36.565464,35.645161,36.366222,34.916031,23394057
2020-04-28,37.049335,37.210625,35.464897,35.967743,34.533443,35666728
2020-04-29,36.489563,36.574951,35.777988,36.166985,34.724739,26518535
2020-04-30,36.053131,36.537003,35.445919,36.394688,34.943359,29450973
2020-05-01,35.910816,35.996204,35.474384,35.711575,34.287487,22679867
2020-05-04,35.673622,35.977230,35.493359,35.692600,34.269272,19893512
2020-05-05,36.821632,36.869068,36.309299,36.537003,35.080002,24123952
2020-05-06,36.973434,37.011387,36.537003,36.537003,35.080002,24047432
2020-05-07,36.442123,36.518028,35.000000,35.066414,34.003586,33546080
2020-05-08,35.341557,35.464897,35.142315,35.313091,34.242790,19901312
2020-05-11,35.341557,36.252373,35.256168,36.148006,35.052399,25620421
2020-05-12,36.166985,36.280834,35.426945,35.445919,34.371590,19335314
2020-05-13,35.398483,35.502846,34.715370,35.151802,34.086388,24596882
2020-05-14,34.914612,36.015179,34.895638,35.977230,34.886795,22362507
2020-05-15,36.015179,36.214420,35.474384,35.825428,34.739594,25460002
2020-05-18,36.375713,36.489563,35.702087,36.119545,35.024803,22639077
2020-05-19,35.910816,36.072105,35.398483,35.749527,34.665997,19476234
2020-05-20,36.005692,36.242886,35.626186,35.702087,34.619995,17504200
2020-05-21,35.645161,35.721062,35.151802,35.351044,34.279591,17652181
2020-05-22,35.208729,35.607212,35.066414,35.578747,34.500393,15781226
2020-05-26,35.721062,35.929790,35.531307,35.569260,34.491192,23260094
2020-05-27,35.493359,35.616699,35.075901,35.493359,34.417591,25904158
2020-05-28,35.901329,36.470589,35.787476,36.223907,35.125996,22521767
2020-05-29,36.309299,36.461102,35.654648,36.233398,35.135204,48638200
2020-06-01,33.681213,33.899429,33.121441,33.643265,32.623569,76884979
2020-06-02,33.709679,34.307400,33.444023,34.307400,33.267578,42690900
2020-06-03,34.430740,34.544594,33.719166,34.307400,33.267578,38751996
2020-06-04,33.880455,34.430740,33.870968,34.165085,33.129574,27013388
2020-06-05,34.383301,34.620495,34.041744,34.146111,33.111176,36705655
2020-06-08,33.965843,34.724857,33.851994,34.715370,33.663185,30194149
2020-06-09,34.629982,34.781784,34.316887,34.354839,33.313580,21675088
2020-06-10,34.497154,34.582542,34.051231,34.079697,33.046776,29557217
2020-06-11,33.776093,33.851994,31.574953,31.593927,30.636349,63166642
2020-06-12,32.333965,32.352940,31.356735,32.020874,31.050354,37902472
2020-06-15,31.593927,31.992411,31.081594,31.650854,30.691549,36247482
2020-06-16,31.869070,32.220116,31.043644,31.688805,30.728350,55616945
2020-06-17,31.869070,32.039848,31.612904,31.840607,30.875551,27509822
2020-06-18,31.565466,31.755219,31.290323,31.537003,30.581148,32278855
2020-06-19,31.963947,32.011387,31.423149,31.707781,30.746752,43986266
2020-06-22,31.622391,31.650854,31.223909,31.413662,30.461544,23332503
2020-06-23,31.499050,31.546490,31.062618,31.091082,30.148743,37690408
2020-06-24,31.034157,31.053131,30.360531,30.540796,29.615135,30817695
2020-06-25,30.464895,30.721064,30.199242,30.664137,29.734737,27418651
2020-06-26,30.597723,30.626186,29.990513,30.398481,29.477135,42153992
2020-06-29,30.796965,30.996204,30.550285,30.967743,30.029142,23956261
2020-06-30,30.863379,31.195446,30.578749,31.024668,30.084341,25451676
2020-07-01,32.770397,32.770397,31.992411,32.011387,31.041153,73503009
2020-07-02,32.846298,33.064514,32.296017,32.741936,31.749561,45270881
2020-07-06,33.159393,33.197342,32.618595,32.741936,31.749561,27150935
2020-07-07,32.305504,32.590134,32.220116,32.286530,31.307959,25148018
2020-07-08,32.267551,32.609108,31.850096,32.020874,31.050354,24256545
2020-07-09,32.001900,32.144215,31.404175,31.745731,30.783550,20363702
2020-07-10,31.935484,32.296017,31.774195,32.096775,31.123955,24459019
2020-07-13,32.950665,33.889942,32.751423,33.406071,32.393566,56569129
2020-07-14,33.557877,33.605312,33.092979,33.425049,32.411972,32854129
