Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,51.610001,51.840000,51.279999,51.480000,50.103291,2105000
2020-04-28,52.320000,52.320000,50.860001,50.970001,49.606930,5767500
2020-04-29,52.020000,52.020000,50.660000,50.720001,49.363617,3786000
2020-04-30,53.970001,54.000000,51.610001,52.279999,50.881893,5863600
2020-05-01,52.029999,52.029999,51.259998,51.860001,50.473129,3206400
2020-05-04,52.220001,52.349998,51.759998,52.349998,50.950024,2852900
2020-05-05,52.630001,53.799999,52.439999,53.470001,52.040070,4579300
2020-05-06,54.060001,54.709999,53.930000,54.040001,52.594830,6604600
2020-05-07,53.490002,53.639999,52.570000,52.740002,51.329594,2626600
2020-05-08,53.099998,53.560001,52.959999,53.290001,51.864887,1660100
2020-05-11,53.029999,54.130001,52.950001,53.950001,52.507233,3095300
2020-05-12,54.430000,54.840000,53.900002,54.110001,52.662956,2221500
2020-05-13,54.820000,55.590000,54.590000,55.310001,53.830868,3431200
2020-05-14,53.990002,54.459999,53.200001,53.500000,52.069271,4998300
2020-05-15,52.580002,53.410000,52.540001,53.410000,51.981674,3716800
2020-05-18,53.639999,53.990002,53.340000,53.450001,52.020607,4926300
2020-05-19,53.389999,54.070000,53.169998,53.570000,52.137394,3271200
2020-05-20,54.330002,54.750000,53.650002,53.779999,52.341782,4038000
2020-05-21,56.950001,57.439999,54.689999,55.279999,53.801666,20428200
2020-05-22,54.709999,55.660000,54.270000,55.220001,53.743275,6031200
2020-05-26,54.520000,54.590000,53.099998,53.110001,51.689701,5626600
2020-05-27,51.950001,52.470001,50.810001,52.470001,51.066814,7010200
2020-05-28,53.619999,54.040001,53.419998,53.500000,52.069271,4445800
2020-05-29,55.279999,55.610001,53.169998,54.599998,53.139851,7615800
2020-06-01,54.320000,55.250000,53.950001,55.160000,53.684875,5759800
2020-06-02,54.490002,54.740002,54.099998,54.720001,53.256645,4279400
2020-06-03,54.549999,55.290001,54.459999,55.000000,53.529152,5464200
2020-06-04,54.590000,55.270000,53.759998,53.869999,52.429375,4483700
2020-06-05,54.340000,54.540001,53.740002,53.849998,52.409908,6092400
2020-06-08,52.810001,53.000000,51.380001,52.580002,51.173874,9762600
2020-06-09,52.799999,53.189999,52.680000,52.730000,51.319862,4782300
2020-06-10,53.860001,54.259998,53.619999,53.639999,52.205524,4582600
2020-06-11,53.770000,53.799999,51.430000,51.570000,50.190884,4787000
2020-06-12,52.180000,52.250000,50.950001,51.470001,50.093555,5630300
2020-06-15,52.439999,52.990002,51.689999,52.639999,51.232265,5711800
2020-06-16,54.180000,54.209999,53.500000,53.580002,52.147133,5535500
2020-06-17,54.119999,54.250000,53.770000,53.900002,52.458572,4919100
2020-06-18,52.639999,52.830002,52.279999,52.660000,51.251732,3796100
2020-06-19,52.500000,53.200001,52.410000,53.020000,51.602108,6807200
2020-06-22,53.369999,53.529999,53.000000,53.419998,51.991405,3375400
2020-06-23,53.169998,55.189999,53.130001,54.250000,52.799213,10772000
2020-06-24,52.919998,53.430000,52.000000,52.130001,50.735905,6418600
2020-06-25,52.490002,53.119999,52.200001,53.009998,51.592373,4948300
2020-06-26,53.080002,53.480000,52.520000,52.700001,51.290665,6234700
2020-06-29,53.369999,53.389999,52.709999,52.910000,51.495049,4526200
