Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,154.809998,156.050003,154.000000,154.289993,150.227539,8924000
2020-04-28,151.250000,153.100006,150.699997,151.389999,147.403900,8558700
2020-04-29,151.380005,151.630005,149.160004,150.240005,146.284180,9285200
2020-04-30,148.460007,150.429993,147.160004,150.039993,146.089432,14829600
2020-05-01,149.619995,149.669998,146.789993,148.289993,144.385529,7309000
2020-05-04,148.770004,149.080002,147.089996,148.270004,144.366058,7198400
2020-05-05,149.000000,150.779999,148.639999,149.500000,145.563660,6562300
2020-05-06,150.000000,150.320007,148.039993,148.080002,144.181046,6191600
2020-05-07,149.369995,149.529999,147.130005,147.589996,143.703949,5570500
2020-05-08,148.919998,149.179993,147.889999,148.699997,144.784729,4712100
2020-05-11,148.449997,150.100006,148.119995,149.110001,145.183929,5887500
2020-05-12,150.100006,150.339996,147.029999,147.139999,143.265793,7039200
2020-05-13,146.080002,148.949997,146.009995,147.130005,143.256058,6970500
2020-05-14,145.389999,147.759995,144.259995,147.639999,143.752625,6871400
2020-05-15,147.869995,150.479996,145.660004,150.440002,146.478912,10340400
2020-05-18,152.490005,153.619995,150.460007,150.520004,146.556808,7390000
2020-05-19,150.100006,151.100006,148.399994,149.020004,145.096283,6107300
2020-05-20,149.750000,150.389999,147.270004,147.679993,143.791565,5713400
2020-05-21,148.500000,148.500000,145.820007,146.710007,142.847137,6487300
2020-05-22,144.570007,146.289993,144.059998,144.369995,141.543152,6140900
2020-05-26,146.190002,146.440002,144.300003,144.559998,141.729431,7072300
2020-05-27,144.320007,145.250000,143.009995,144.889999,142.052979,7950000
2020-05-28,146.020004,148.110001,145.809998,146.970001,144.092239,6189600
2020-05-29,147.960007,149.350006,145.330002,148.750000,145.837402,8505200
2020-06-01,147.289993,148.339996,146.009995,147.190002,144.307938,6141800
2020-06-02,147.059998,148.350006,146.119995,148.250000,145.347198,6078300
2020-06-03,148.520004,149.139999,146.449997,148.649994,145.739349,6339500
2020-06-04,146.800003,148.369995,145.580002,146.729996,143.856949,8170500
2020-06-05,147.690002,149.639999,146.600006,147.300003,144.415787,9725400
2020-06-08,145.880005,147.610001,145.740005,146.770004,143.896179,7555600
2020-06-09,148.250000,149.330002,145.649994,145.960007,143.102036,8247200
2020-06-10,146.600006,150.029999,146.600006,147.800003,144.906006,10137100
2020-06-11,148.580002,149.169998,140.750000,140.869995,138.111694,11913300
2020-06-12,142.839996,143.710007,140.279999,142.149994,139.366638,8687400
2020-06-15,141.000000,142.399994,139.389999,141.250000,138.484253,8649600
2020-06-16,144.089996,145.419998,142.770004,144.460007,141.631409,7579100
2020-06-17,144.899994,145.419998,143.470001,144.020004,141.200012,5100100
2020-06-18,142.520004,144.119995,141.869995,143.410004,140.601974,4797400
2020-06-19,145.789993,145.880005,143.250000,143.830002,141.013748,12206900
2020-06-22,143.470001,143.660004,142.029999,143.389999,140.582352,5285600
2020-06-23,143.740005,144.080002,142.679993,142.860001,140.062729,5921600
2020-06-24,141.490005,142.190002,138.720001,139.820007,137.082245,8211200
2020-06-25,140.570007,140.570007,137.539993,139.669998,136.935181,7421200
2020-06-26,139.529999,139.600006,137.020004,137.809998,135.111618,12849700
2020-06-29,138.740005,139.699997,137.979996,139.039993,136.317520,5309800
2020-06-30,139.399994,141.020004,137.839996,140.630005,137.876404,7738300
2020-07-01,140.690002,141.389999,140.059998,140.380005,137.631302,6174800
2020-07-02,141.250000,141.839996,140.330002,140.970001,138.209732,5152200
2020-07-06,142.169998,143.770004,141.880005,142.979996,140.180374,6156400
2020-07-07,141.389999,143.970001,141.229996,142.850006,140.052917,5622600
2020-07-08,142.869995,143.389999,141.699997,143.270004,140.464706,6257400
2020-07-09,142.759995,144.429993,140.580002,142.490005,139.699966,5738600
2020-07-10,142.750000,142.869995,141.429993,142.369995,139.582321,4282400
2020-07-13,143.610001,146.639999,143.279999,145.210007,142.366730,6951900
2020-07-14,145.320007,148.389999,145.259995,147.919998,145.023651,7447100
2020-07-15,149.729996,150.210007,148.229996,148.259995,145.356995,8512800
2020-07-16,148.679993,149.339996,146.679993,149.250000,146.327606,9304700
2020-07-17,150.000000,150.580002,148.690002,149.350006,146.425659,7441100
2020-07-20,150.229996,150.320007,148.429993,149.600006,146.670776,6191500
